NEA Mackerel catch-at-age - catch.n (units : Thousands )
1	2	
1980	2015
0	12	
1 
33101 411327 393025 64549 328206 254172 142978 145385 54778 130771 39920 56210 104927
56682 276229 502365 231814 32814 184867 173349 116328 125548 41186 146186 31639 199615
11180 213936 432867 472457 184581 26544 138970 112476 89672 88726 27552 91743 156121
7333 47914 668909 433744 373262 126533 20175 90151 72031 48668 49252 19745 132040
287287 31901 86064 682491 387582 251503 98063 22086 61813 47925 37482 30105 69183
81799 268960 20893 58346 445357 252217 165219 62363 19562 47560 37607 26965 97652
49983 58126 424563 38387 76545 364119 208021 126174 42569 13533 32786 22971 81153
7403 40126 156670 663378 56680 89003 244570 150588 85863 34795 19658 25747 63146
57644 152656 137635 190403 538394 72914 87323 201021 122496 55913 20710 13178 57494
65400 64263 312739 207689 167588 362469 48696 58116 111251 68240 32228 13904 35814
24246 140534 209848 410751 208146 156742 254015 42549 49698 85447 33041 16587 27905
10007 58459 212521 206421 375451 188623 129145 197888 51077 43415 70839 29743 52986
43447 83583 156292 356209 266591 306143 156070 113899 138458 51208 36612 40956 68205
19354 128144 210319 266677 398240 244285 255472 149932 97746 121400 38794 29067 68217
25368 147315 221489 306979 267420 301346 184925 189847 106108 80054 57622 20407 57551
14759 81529 340898 340215 275031 186855 197856 142342 113413 69191 42441 37960 39753
37956 119852 168882 333365 279182 177667 96303 119831 55812 59801 25803 18353 30648
36012 144390 186481 238426 378881 246781 135059 84378 66504 39450 26735 13950 24974
61127 99352 229767 264566 323186 361945 207619 118388 72745 47353 24386 16551 22932
67003 73597 132994 223639 261778 281041 244212 159019 86739 50613 30363 17048 32446
36345 102407 142898 275376 390858 295516 241550 175608 106291 52394 31280 18918 34202
26034 40315 158943 234186 297206 309937 231804 195250 120241 72205 42529 20546 40706
70409 222577 70041 367902 350163 262716 237066 151320 118870 79945 43789 21611 40280
14744 187997 275661 91075 295777 235052 183036 133595 94168 75701 45951 25797 30890
11553 31421 453133 529753 147973 258177 145899 89856 65669 40443 35654 16430 19509
12426 46840 135648 668588 293579 120538 121477 63612 38763 23947 18612 7955 10669
75651 149425 173646 159455 470063 195594 97061 73510 33399 18961 13987 8334 10186
19302 88439 190857 220575 215655 455131 203492 77859 59652 30494 16039 11416 12801
25886 59899 167748 399086 284660 260314 255675 124382 57297 32343 19482 6798 9581
17615 36514 113574 455113 616963 319465 224848 194326 73171 29738 14989 7470 5003
23453 78605 137101 303928 739221 611729 284788 143039 102072 45841 21222 6255 8523
30429 62708 115346 322725 469953 654395 488713 244210 113012 53363 25046 12311 10775
23872 66196 200167 214043 415884 456404 511270 323835 142948 69551 30619 11603 11678
11325 47020 235411 399751 370551 442597 429324 336701 188910 112765 45938 18928 17857
62100 43173 137788 669949 829399 564508 549985 503300 339538 141344 63614 21294 13136
6732	104019	124411	248852	579835	646894	450344	415107	355997	205691	107685	26939	22700

